No,ENZY_ACC_ID,ENZYME,KIN_ORGANISM,GENE,E3_Alias,E3_PN,,,SUB_ACC_ID,SUBSTRATE,SUB_ORGANISM,SUB_GENE,SUB_Alias,SUB_PN,E3_ORGANISM,SUB_ORGANISM,PMID
2659,P58283,RN216,MOUSE,Rnf216,Rnf216~~Triad3~~Ubce7ip1~~Uip83~~Zin,E3 ubiquitin-protein ligase RNF216 ~~RING finger protein 216~~RING-type E3 ubiquitin transferase RNF216~~Triad domain-containing protein 3~~UbcM4-interacting protein 83~~Ubiquitin-conjugating enzyme 7-interacting protein 1,,,P58283,RN216,MOUSE,Rnf216,Rnf216~~Triad3~~Ubce7ip1~~Uip83~~Zin,E3 ubiquitin-protein ligase RNF216 ~~RING finger protein 216~~RING-type E3 ubiquitin transferase RNF216~~Triad domain-containing protein 3~~UbcM4-interacting protein 83~~Ubiquitin-conjugating enzyme 7-interacting protein 1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2660,Q6PDX6,RN220,MOUSE,Rnf220,Rnf220,E3 ubiquitin-protein ligase Rnf220 ~~RING finger protein 220~~RING-type E3 ubiquitin transferase Rnf220,,,Q6PDX6,RN220,MOUSE,Rnf220,Rnf220,E3 ubiquitin-protein ligase Rnf220 ~~RING finger protein 220~~RING-type E3 ubiquitin transferase Rnf220,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2661,Q6PDX6,RN220,MOUSE,Rnf220,Rnf220,E3 ubiquitin-protein ligase Rnf220 ~~RING finger protein 220~~RING-type E3 ubiquitin transferase Rnf220,,,Q62141,SIN3B,MOUSE,Sin3b,Sin3b~~Kiaa0700,Paired amphipathic helix protein Sin3b ~~Histone deacetylase complex subunit Sin3b~~Transcriptional corepressor Sin3b,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2662,Q9QZS2,RNF4,MOUSE,Rnf4,Rnf4,E3 ubiquitin-protein ligase RNF4 ~~RING finger protein 4~~RING-type E3 ubiquitin transferase RNF4,,,P28322,ETV4,MOUSE,Etv4,Etv4~~Pea-3~~Pea3,ETS translocation variant 4 ~~Polyomavirus enhancer activator 3~~Protein PEA3,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2663,Q9QZS2,RNF4,MOUSE,Rnf4,Rnf4,E3 ubiquitin-protein ligase RNF4 ~~RING finger protein 4~~RING-type E3 ubiquitin transferase RNF4,,,P11103,PARP1,MOUSE,Parp1,Parp1~~Adprp~~Adprt~~Adprt1,Poly [ADP-ribose] polymerase 1 ~~PARP-1 ~~ADP-ribosyltransferase diphtheria toxin-like 1~~ARTD1~~DNA ADP-ribosyltransferase PARP1 ~~NAD+ ADP-ribosyltransferase 1~~ADPRT 1~~Poly[ADP-ribose] synthase 1~~msPARP~~Protein poly-ADP-ribosyltransferase PARP1 ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2664,Q9QZS2,RNF4,MOUSE,Rnf4,Rnf4,E3 ubiquitin-protein ligase RNF4 ~~RING finger protein 4~~RING-type E3 ubiquitin transferase RNF4,,,Q9QZS2,RNF4,MOUSE,Rnf4,Rnf4,E3 ubiquitin-protein ligase RNF4 ~~RING finger protein 4~~RING-type E3 ubiquitin transferase RNF4,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2665,Q8BH75,RNF41,MOUSE,Rnf41,Rnf41~~Flrf~~Nrdp1,E3 ubiquitin-protein ligase NRDP1 ~~RING finger protein 41~~RING-type E3 ubiquitin transferase NRDP1,,,Q61526,ERBB3,MOUSE,Erbb3,Erbb3,Receptor tyrosine-protein kinase erbB-3 ~~Glial growth factor receptor~~Proto-oncogene-like protein c-ErbB-3,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2666,Q8BH75,RNF41,MOUSE,Rnf41,Rnf41~~Flrf~~Nrdp1,E3 ubiquitin-protein ligase NRDP1 ~~RING finger protein 41~~RING-type E3 ubiquitin transferase NRDP1,,,Q8BH75,RNF41,MOUSE,Rnf41,Rnf41~~Flrf~~Nrdp1,E3 ubiquitin-protein ligase NRDP1 ~~RING finger protein 41~~RING-type E3 ubiquitin transferase NRDP1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2667,Q5NCP0,RNF43,MOUSE,Rnf43,Rnf43,E3 ubiquitin-protein ligase RNF43 ~~RING finger protein 43~~RING-type E3 ubiquitin transferase RNF43,,,Q5NCP0,RNF43,MOUSE,Rnf43,Rnf43,E3 ubiquitin-protein ligase RNF43 ~~RING finger protein 43~~RING-type E3 ubiquitin transferase RNF43,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2668,O35445,RNF5,MOUSE,Rnf5,Rnf5~~Ng2,E3 ubiquitin-protein ligase RNF5 ~~RING finger protein 5~~RING-type E3 ubiquitin transferase RNF5,,,Q8BI36,JKAMP,MOUSE,Jkamp,Jkamp~~Jamp,JNK1/MAPK8-associated membrane protein ~~JKAMP~~JNK1-associated membrane protein~~JAMP~~Medulloblastoma antigen MU-MB-50.4 homolog,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2669,O35445,RNF5,MOUSE,Rnf5,Rnf5~~Ng2,E3 ubiquitin-protein ligase RNF5 ~~RING finger protein 5~~RING-type E3 ubiquitin transferase RNF5,,,Q8VI36,PAXI,MOUSE,Pxn,Pxn,Paxillin,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2670,O35445,RNF5,MOUSE,Rnf5,Rnf5~~Ng2,E3 ubiquitin-protein ligase RNF5 ~~RING finger protein 5~~RING-type E3 ubiquitin transferase RNF5,,,Q3TBT3,STING,MOUSE,Sting1,Sting1~~Eris~~Mita~~Mpys~~Tmem173,Stimulator of interferon genes protein ~~mSTING~~Endoplasmic reticulum interferon stimulator~~ERIS~~Mediator of IRF3 activation~~MMITA~~Transmembrane protein 173,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2671,Q9DBU5,RNF6,MOUSE,Rnf6,Rnf6,E3 ubiquitin-protein ligase RNF6 ~~RING-type E3 ubiquitin transferase RNF6~~RLIM-like protein,,,P19091,ANDR,MOUSE,Ar,Ar~~Nr3c4,Androgen receptor ~~Dihydrotestosterone receptor~~Nuclear receptor subfamily 3 group C member 4,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2672,Q9DBU5,RNF6,MOUSE,Rnf6,Rnf6,E3 ubiquitin-protein ligase RNF6 ~~RING-type E3 ubiquitin transferase RNF6~~RLIM-like protein,,,P53668,LIMK1,MOUSE,Limk1,Limk1~~Limk,LIM domain kinase 1 ~~LIMK-1 ~~KIZ-1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2673,P61092,SIA1A,MOUSE,Siah1a,Siah1a,E3 ubiquitin-protein ligase SIAH1A ~~RING-type E3 ubiquitin transferase SIAH1A~~Seven in absentia homolog 1a~~Siah-1a~~Siah1a~~mSiah-1a,,,Q02248,CTNB1,MOUSE,Ctnnb1,Ctnnb1~~Catnb,Catenin beta-1 ~~Beta-catenin,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2674,P61092,SIA1A,MOUSE,Siah1a,Siah1a,E3 ubiquitin-protein ligase SIAH1A ~~RING-type E3 ubiquitin transferase SIAH1A~~Seven in absentia homolog 1a~~Siah-1a~~Siah1a~~mSiah-1a,,,Q91YE3,EGLN1,MOUSE,Egln1,Egln1,Egl nine homolog 1 ~~Hypoxia-inducible factor prolyl hydroxylase 2~~HIF-PH2~~HIF-prolyl hydroxylase 2~~HPH-2~~Prolyl hydroxylase domain-containing protein 2~~PHD2~~SM-20,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2675,P61092,SIA1A,MOUSE,Siah1a,Siah1a,E3 ubiquitin-protein ligase SIAH1A ~~RING-type E3 ubiquitin transferase SIAH1A~~Seven in absentia homolog 1a~~Siah-1a~~Siah1a~~mSiah-1a,,,Q91UZ4,EGLN3,MOUSE,Egln3,Egln3,Egl nine homolog 3 ~~Hypoxia-inducible factor prolyl hydroxylase 3~~HIF-PH3~~HIF-prolyl hydroxylase 3~~HPH-3~~Prolyl hydroxylase domain-containing protein 3~~PHD3~~SM-20,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2676,P61092,SIA1A,MOUSE,Siah1a,Siah1a,E3 ubiquitin-protein ligase SIAH1A ~~RING-type E3 ubiquitin transferase SIAH1A~~Seven in absentia homolog 1a~~Siah-1a~~Siah1a~~mSiah-1a,,,P06876,MYB,MOUSE,Myb,Myb,Transcriptional activator Myb ~~Proto-oncogene c-Myb,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2677,P61092,SIA1A,MOUSE,Siah1a,Siah1a,E3 ubiquitin-protein ligase SIAH1A ~~RING-type E3 ubiquitin transferase SIAH1A~~Seven in absentia homolog 1a~~Siah-1a~~Siah1a~~mSiah-1a,,,Q8K4S1,PLCE1,MOUSE,Plce1,Plce1~~Kiaa1516~~Plce,1-phosphatidylinositol 4,,,
2678,P61092,SIA1A,MOUSE,Siah1a,Siah1a,E3 ubiquitin-protein ligase SIAH1A ~~RING-type E3 ubiquitin transferase SIAH1A~~Seven in absentia homolog 1a~~Siah-1a~~Siah1a~~mSiah-1a,,,Q60953,PML,MOUSE,Pml,Pml,Protein PML,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2679,Q06986,SIAH2,MOUSE,Siah2,Siah2,E3 ubiquitin-protein ligase SIAH2 ~~RING-type E3 ubiquitin transferase SIAH2~~Seven in absentia homolog 2~~Siah-2~~mSiah2,,,O08715,AKAP1,MOUSE,Akap1,Akap1~~Akap,A-kinase anchor protein 1,,,
2680,Q06986,SIAH2,MOUSE,Siah2,Siah2,E3 ubiquitin-protein ligase SIAH2 ~~RING-type E3 ubiquitin transferase SIAH2~~Seven in absentia homolog 2~~Siah-2~~mSiah2,,,Q91YE3,EGLN1,MOUSE,Egln1,Egln1,Egl nine homolog 1 ~~Hypoxia-inducible factor prolyl hydroxylase 2~~HIF-PH2~~HIF-prolyl hydroxylase 2~~HPH-2~~Prolyl hydroxylase domain-containing protein 2~~PHD2~~SM-20,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2681,Q06986,SIAH2,MOUSE,Siah2,Siah2,E3 ubiquitin-protein ligase SIAH2 ~~RING-type E3 ubiquitin transferase SIAH2~~Seven in absentia homolog 2~~Siah-2~~mSiah2,,,Q91UZ4,EGLN3,MOUSE,Egln3,Egln3,Egl nine homolog 3 ~~Hypoxia-inducible factor prolyl hydroxylase 3~~HIF-PH3~~HIF-prolyl hydroxylase 3~~HPH-3~~Prolyl hydroxylase domain-containing protein 3~~PHD3~~SM-20,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2682,Q06986,SIAH2,MOUSE,Siah2,Siah2,E3 ubiquitin-protein ligase SIAH2 ~~RING-type E3 ubiquitin transferase SIAH2~~Seven in absentia homolog 2~~Siah-2~~mSiah2,,,Q60974,NCOR1,MOUSE,Ncor1,Ncor1~~Rxrip13,Nuclear receptor corepressor 1 ~~N-CoR~~N-CoR1~~Retinoid X receptor-interacting protein 13~~RIP13,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2683,Q06986,SIAH2,MOUSE,Siah2,Siah2,E3 ubiquitin-protein ligase SIAH2 ~~RING-type E3 ubiquitin transferase SIAH2~~Seven in absentia homolog 2~~Siah-2~~mSiah2,,,Q8K4S1,PLCE1,MOUSE,Plce1,Plce1~~Kiaa1516~~Plce,1-phosphatidylinositol 4,,,
2684,Q06986,SIAH2,MOUSE,Siah2,Siah2,E3 ubiquitin-protein ligase SIAH2 ~~RING-type E3 ubiquitin transferase SIAH2~~Seven in absentia homolog 2~~Siah-2~~mSiah2,,,Q60953,PML,MOUSE,Pml,Pml,Protein PML,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2685,Q06986,SIAH2,MOUSE,Siah2,Siah2,E3 ubiquitin-protein ligase SIAH2 ~~RING-type E3 ubiquitin transferase SIAH2~~Seven in absentia homolog 2~~Siah-2~~mSiah2,,,P39429,TRAF2,MOUSE,Traf2,Traf2,TNF receptor-associated factor 2 ~~E3 ubiquitin-protein ligase TRAF2~~RING-type E3 ubiquitin transferase TRAF2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2686,Q9Z0Z3,SKP2,MOUSE,Skp2,Skp2,S-phase kinase-associated protein 2 ~~Cyclin-A/CDK2-associated protein p45~~F-box protein Skp2~~F-box/WD-40 protein 1~~FWD1,,,Q9WTV6,UBP18,MOUSE,Usp18,Usp18~~Ubp43,Ubl carboxyl-terminal hydrolase 18 ~~43 kDa ISG15-specific protease~~ISG15-specific-processing protease~~Ubl thioesterase 18,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2687,Q9Z0Z3,SKP2,MOUSE,Skp2,Skp2,S-phase kinase-associated protein 2 ~~Cyclin-A/CDK2-associated protein p45~~F-box protein Skp2~~F-box/WD-40 protein 1~~FWD1,,,Q61457,CCNE1,MOUSE,Ccne1,Ccne1~~Ccne,G1/S-specific cyclin-E1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2688,Q9Z0Z3,SKP2,MOUSE,Skp2,Skp2,S-phase kinase-associated protein 2 ~~Cyclin-A/CDK2-associated protein p45~~F-box protein Skp2~~F-box/WD-40 protein 1~~FWD1,,,P01108,MYC,MOUSE,Myc,Myc,Myc proto-oncogene protein ~~Proto-oncogene c-Myc~~Transcription factor p64,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2689,Q9Z0Z3,SKP2,MOUSE,Skp2,Skp2,S-phase kinase-associated protein 2 ~~Cyclin-A/CDK2-associated protein p45~~F-box protein Skp2~~F-box/WD-40 protein 1~~FWD1,,,P39689,CDN1A,MOUSE,Cdkn1a,Cdkn1a~~Cip1~~Waf1,Cyclin-dependent kinase inhibitor 1 ~~CDK-interacting protein 1~~Melanoma differentiation-associated protein~~p21,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2690,Q9Z0Z3,SKP2,MOUSE,Skp2,Skp2,S-phase kinase-associated protein 2 ~~Cyclin-A/CDK2-associated protein p45~~F-box protein Skp2~~F-box/WD-40 protein 1~~FWD1,,,P46414,CDN1B,MOUSE,Cdkn1b,Cdkn1b,Cyclin-dependent kinase inhibitor 1B ~~Cyclin-dependent kinase inhibitor p27~~p27Kip1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2691,Q9Z0Z3,SKP2,MOUSE,Skp2,Skp2,S-phase kinase-associated protein 2 ~~Cyclin-A/CDK2-associated protein p45~~F-box protein Skp2~~F-box/WD-40 protein 1~~FWD1,,,P49919,CDN1C,MOUSE,Cdkn1c,Cdkn1c~~Kip2,Cyclin-dependent kinase inhibitor 1C ~~Cyclin-dependent kinase inhibitor p57~~p57Kip2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2692,Q9Z0Z3,SKP2,MOUSE,Skp2,Skp2,S-phase kinase-associated protein 2 ~~Cyclin-A/CDK2-associated protein p45~~F-box protein Skp2~~F-box/WD-40 protein 1~~FWD1,,,Q02248,CTNB1,MOUSE,Ctnnb1,Ctnnb1~~Catnb,Catenin beta-1 ~~Beta-catenin,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2693,Q9Z0Z3,SKP2,MOUSE,Skp2,Skp2,S-phase kinase-associated protein 2 ~~Cyclin-A/CDK2-associated protein p45~~F-box protein Skp2~~F-box/WD-40 protein 1~~FWD1,,,Q9R1E0,FOXO1,MOUSE,Foxo1,Foxo1~~Fkhr~~Foxo1a,Forkhead box protein O1 ~~Forkhead box protein O1A~~Forkhead in rhabdomyosarcoma,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2694,Q9Z0Z3,SKP2,MOUSE,Skp2,Skp2,S-phase kinase-associated protein 2 ~~Cyclin-A/CDK2-associated protein p45~~F-box protein Skp2~~F-box/WD-40 protein 1~~FWD1,,,Q9Z1E3,IKBA,MOUSE,Nfkbia,Nfkbia~~Ikba,NF-kappa-B inhibitor alpha ~~I-kappa-B-alpha~~IkB-alpha~~IkappaBalpha,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2695,Q9Z0Z3,SKP2,MOUSE,Skp2,Skp2,S-phase kinase-associated protein 2 ~~Cyclin-A/CDK2-associated protein p45~~F-box protein Skp2~~F-box/WD-40 protein 1~~FWD1,,,Q60778,IKBB,MOUSE,Nfkbib,Nfkbib~~Ikbb,NF-kappa-B inhibitor beta ~~NF-kappa-BIB~~I-kappa-B-beta~~IkB-B~~IkB-beta~~IkappaBbeta,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2696,Q9Z0Z3,SKP2,MOUSE,Skp2,Skp2,S-phase kinase-associated protein 2 ~~Cyclin-A/CDK2-associated protein p45~~F-box protein Skp2~~F-box/WD-40 protein 1~~FWD1,,,P52734,FGD1,MOUSE,Fgd1,Fgd1,FYVE,,,
2697,Q9Z0Z3,SKP2,MOUSE,Skp2,Skp2,S-phase kinase-associated protein 2 ~~Cyclin-A/CDK2-associated protein p45~~F-box protein Skp2~~F-box/WD-40 protein 1~~FWD1,,,O54910,IKBE,MOUSE,Nfkbie,Nfkbie~~Ikbe,NF-kappa-B inhibitor epsilon ~~NF-kappa-BIE~~I-kappa-B-epsilon~~IkB-E~~IkB-epsilon~~IkappaBepsilon,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2698,Q9CUN6,SMUF1,MOUSE,Smurf1,Smurf1,E3 ubiquitin-protein ligase SMURF1 ~~HECT-type E3 ubiquitin transferase SMURF1~~SMAD ubiquitination regulatory factor 1~~SMAD-specific E3 ubiquitin-protein ligase 1,,,Q61083,M3K2,MOUSE,Map3k2,Map3k2~~Mekk2,Mitogen-activated protein kinase kinase kinase 2 ~~MAPK/ERK kinase kinase 2~~MEK kinase 2~~MEKK 2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2699,Q9CUN6,SMUF1,MOUSE,Smurf1,Smurf1,E3 ubiquitin-protein ligase SMURF1 ~~HECT-type E3 ubiquitin transferase SMURF1~~SMAD ubiquitination regulatory factor 1~~SMAD-specific E3 ubiquitin-protein ligase 1,,,Q9QUI0,RHOA,MOUSE,Rhoa,Rhoa~~Arha~~Arha2,Transforming protein RhoA ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2700,Q9CUN6,SMUF1,MOUSE,Smurf1,Smurf1,E3 ubiquitin-protein ligase SMURF1 ~~HECT-type E3 ubiquitin transferase SMURF1~~SMAD ubiquitination regulatory factor 1~~SMAD-specific E3 ubiquitin-protein ligase 1,,,Q08775,RUNX2,MOUSE,Runx2,Runx2~~Aml3~~Cbfa1~~Osf2~~Pebp2a,Runt-related transcription factor 2 ~~Acute myeloid leukemia 3 protein~~Core-binding factor subunit alpha-1~~CBF-alpha-1~~Oncogene AML-3~~Osteoblast-specific transcription factor 2~~OSF-2~~Polyomavirus enhancer-binding protein 2 alpha A subunit~~PEA2-alpha A~~PEBP2-alpha A~~SL3-3 enhancer factor 1 alpha A subunit~~SL3/AKV core-binding factor alpha A subunit,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2701,Q9CUN6,SMUF1,MOUSE,Smurf1,Smurf1,E3 ubiquitin-protein ligase SMURF1 ~~HECT-type E3 ubiquitin transferase SMURF1~~SMAD ubiquitination regulatory factor 1~~SMAD-specific E3 ubiquitin-protein ligase 1,,,P70340,SMAD1,MOUSE,Smad1,Smad1~~Madh1~~Madr1,Mothers against decapentaplegic homolog 1 ~~MAD homolog 1~~Mothers against DPP homolog 1~~Dwarfin-A~~Dwf-A~~Mothers-against-DPP-related 1~~Mad-related protein 1~~mMad1~~SMAD family member 1~~SMAD 1~~Smad1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2702,Q9CUN6,SMUF1,MOUSE,Smurf1,Smurf1,E3 ubiquitin-protein ligase SMURF1 ~~HECT-type E3 ubiquitin transferase SMURF1~~SMAD ubiquitination regulatory factor 1~~SMAD-specific E3 ubiquitin-protein ligase 1,,,P97454,SMAD5,MOUSE,Smad5,Smad5~~Madh5~~Msmad5,Mothers against decapentaplegic homolog 5 ~~MAD homolog 5~~Mothers against DPP homolog 5~~Dwarfin-C~~Dwf-C~~SMAD family member 5~~SMAD 5~~Smad5~~mSmad5,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2703,A2A5Z6,SMUF2,MOUSE,Smurf2,Smurf2,E3 ubiquitin-protein ligase SMURF2 ~~HECT-type E3 ubiquitin transferase SMURF2~~SMAD ubiquitination regulatory factor 2~~SMAD-specific E3 ubiquitin-protein ligase 2,,,Q02248,CTNB1,MOUSE,Ctnnb1,Ctnnb1~~Catnb,Catenin beta-1 ~~Beta-catenin,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2704,A2A5Z6,SMUF2,MOUSE,Smurf2,Smurf2,E3 ubiquitin-protein ligase SMURF2 ~~HECT-type E3 ubiquitin transferase SMURF2~~SMAD ubiquitination regulatory factor 2~~SMAD-specific E3 ubiquitin-protein ligase 2,,,Q99JI6,RAP1B,MOUSE,Rap1b,Rap1b,Ras-related protein Rap-1b ~~GTP-binding protein smg p21B,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2705,A2A5Z6,SMUF2,MOUSE,Smurf2,Smurf2,E3 ubiquitin-protein ligase SMURF2 ~~HECT-type E3 ubiquitin transferase SMURF2~~SMAD ubiquitination regulatory factor 2~~SMAD-specific E3 ubiquitin-protein ligase 2,,,Q08775,RUNX2,MOUSE,Runx2,Runx2~~Aml3~~Cbfa1~~Osf2~~Pebp2a,Runt-related transcription factor 2 ~~Acute myeloid leukemia 3 protein~~Core-binding factor subunit alpha-1~~CBF-alpha-1~~Oncogene AML-3~~Osteoblast-specific transcription factor 2~~OSF-2~~Polyomavirus enhancer-binding protein 2 alpha A subunit~~PEA2-alpha A~~PEBP2-alpha A~~SL3-3 enhancer factor 1 alpha A subunit~~SL3/AKV core-binding factor alpha A subunit,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2706,A2A5Z6,SMUF2,MOUSE,Smurf2,Smurf2,E3 ubiquitin-protein ligase SMURF2 ~~HECT-type E3 ubiquitin transferase SMURF2~~SMAD ubiquitination regulatory factor 2~~SMAD-specific E3 ubiquitin-protein ligase 2,,,O35253,SMAD7,MOUSE,Smad7,Smad7~~Madh7~~Madh8,Mothers against decapentaplegic homolog 7 ~~MAD homolog 7~~Mothers against DPP homolog 7~~Mothers against decapentaplegic homolog 8~~MAD homolog 8~~Mothers against DPP homolog 8~~SMAD family member 7~~SMAD 7~~Smad7,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2707,A2A5Z6,SMUF2,MOUSE,Smurf2,Smurf2,E3 ubiquitin-protein ligase SMURF2 ~~HECT-type E3 ubiquitin transferase SMURF2~~SMAD ubiquitination regulatory factor 2~~SMAD-specific E3 ubiquitin-protein ligase 2,,,Q9CQ26,STABP,MOUSE,Stambp,Stambp~~Amsh,STAM-binding protein ~~Associated molecule with the SH3 domain of STAM,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2708,O35716,SOCS1,MOUSE,Socs1,Socs1~~Cish1~~Ssi1,Suppressor of cytokine signaling 1 ~~SOCS-1~~JAK-binding protein~~JAB~~STAT-induced STAT inhibitor 1~~SSI-1,,,P35569,IRS1,MOUSE,Irs1,Irs1~~Irs-1,Insulin receptor substrate 1 ~~IRS-1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2709,O35716,SOCS1,MOUSE,Socs1,Socs1~~Cish1~~Ssi1,Suppressor of cytokine signaling 1 ~~SOCS-1~~JAK-binding protein~~JAB~~STAT-induced STAT inhibitor 1~~SSI-1,,,Q04207,TF65,MOUSE,Rela,Rela~~Nfkb3,Transcription factor p65 ~~Nuclear factor NF-kappa-B p65 subunit~~Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2710,O35716,SOCS1,MOUSE,Socs1,Socs1~~Cish1~~Ssi1,Suppressor of cytokine signaling 1 ~~SOCS-1~~JAK-binding protein~~JAB~~STAT-induced STAT inhibitor 1~~SSI-1,,,P81122,IRS2,MOUSE,Irs2,Irs2,Insulin receptor substrate 2 ~~IRS-2~~4PS,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2711,O35717,SOCS2,MOUSE,Socs2,Socs2~~Cis2~~Cish2,Suppressor of cytokine signaling 2 ~~SOCS-2~~Cytokine-inducible SH2 protein 2~~CIS-2,,,O35718,SOCS3,MOUSE,Socs3,Socs3~~Cis3~~Cish3,Suppressor of cytokine signaling 3 ~~SOCS-3~~Cytokine-inducible SH2 protein 3~~CIS-3~~Protein EF-10,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2712,O35718,SOCS3,MOUSE,Socs3,Socs3~~Cis3~~Cish3,Suppressor of cytokine signaling 3 ~~SOCS-3~~Cytokine-inducible SH2 protein 3~~CIS-3~~Protein EF-10,,,P35569,IRS1,MOUSE,Irs1,Irs1~~Irs-1,Insulin receptor substrate 1 ~~IRS-1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2713,O35718,SOCS3,MOUSE,Socs3,Socs3~~Cis3~~Cish3,Suppressor of cytokine signaling 3 ~~SOCS-3~~Cytokine-inducible SH2 protein 3~~CIS-3~~Protein EF-10,,,P81122,IRS2,MOUSE,Irs2,Irs2,Insulin receptor substrate 2 ~~IRS-2~~4PS,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2714,Q6ZWS8,SPOP,MOUSE,Spop,Spop~~Pcif1,Speckle-type POZ protein ~~HIB homolog 1~~PDX-1 C-terminal-interacting factor 1,,,P25916,BMI1,MOUSE,Bmi1,Bmi1~~Bmi-1~~Pcgf4,Polycomb complex protein BMI-1 ~~Polycomb group RING finger protein 4,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2715,Q6ZWS8,SPOP,MOUSE,Spop,Spop~~Pcif1,Speckle-type POZ protein ~~HIB homolog 1~~PDX-1 C-terminal-interacting factor 1,,,Q9QZQ8,H2AY,MOUSE,Macroh2a1,Macroh2a1~~H2afy,Core histone macro-H2A.1 ~~Histone macroH2A1~~mH2A1~~H2A.y~~H2A/y,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2716,Q6ZWS8,SPOP,MOUSE,Spop,Spop~~Pcif1,Speckle-type POZ protein ~~HIB homolog 1~~PDX-1 C-terminal-interacting factor 1,,,O35613,DAXX,MOUSE,Daxx,Daxx,Death domain-associated protein 6 ~~Daxx,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2717,Q9WUD1,CHIP,MOUSE,Stub1,Stub1~~Chip,STIP1 homology and U box-containing protein 1 ~~Carboxy terminus of Hsp70-interacting protein~~E3 ubiquitin-protein ligase CHIP~~RING-type E3 ubiquitin transferase CHIP,,,P30561,AHR,MOUSE,Ahr,Ahr,Aryl hydrocarbon receptor ~~Ah receptor~~AhR,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2718,Q9WUD1,CHIP,MOUSE,Stub1,Stub1~~Chip,STIP1 homology and U box-containing protein 1 ~~Carboxy terminus of Hsp70-interacting protein~~E3 ubiquitin-protein ligase CHIP~~RING-type E3 ubiquitin transferase CHIP,,,P31750,AKT1,MOUSE,Akt1,Akt1~~Akt~~Rac,RAC-alpha serine/threonine-protein kinase ~~AKT1 kinase~~Protein kinase B~~PKB~~Protein kinase B alpha~~PKB alpha~~Proto-oncogene c-Akt~~RAC-PK-alpha~~Thymoma viral proto-oncogene,Mus musculus (Mouse),Mus musculus (Mouse),22199232
